SmythIsectMax,NonincrementalInitialCreationMax,IsectMax,SmythInitialCreationTotal,MinifyMax,NonincrementalAcceptsTermMax,Test,InitialCreationMax,NonincrementalLoopCount,NonincrementalMinifyTotal,SmythComputationTime,NonincrementalIsectMax,SmythIsectTotal,SmythMinEltTotal,SmythMinEltMax,NonincrementalMinifyMax,SmythLoopCount,SmythMinifyTotal,NonincrementalIsectTotal,LoopCount,AcceptsTermTotal,MinEltTotal,NonincrementalMinEltTotal,MinifyTotal,SmythAcceptsTermTotal,AcceptsTermMax,IsectTotal,SmythMinifyMax,MinEltMax,NonincrementalComputationTime,SmythAcceptsTermMax,NonincrementalAcceptsTermTotal,ComputationTime,NonincrementalInitialCreationTotal,InitialCreationTotal,NonincrementalMinEltMax,SmythInitialCreationMax
0,0,0,0,0,0,bool-always-false,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0
0,0,0,0,0,0,bool-always-true,0,1,0,0.03,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.03,0,0,0.02,0,0,0,0
0,0,0,0,0,0,bool-band,0,3,0,0.03,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0
0,0,0,0,0,0,bool-bor,0,4,0,0.05,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0
0,0,0,0,0,0,bool-impl,0,3,0,0.05,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0
0,0,0,0,0,0,bool-neg,0,2,0,0.64,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0
0,0,0,0,0,0,bool-xor,0,2,0,0.04,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0.03,0,0,0.04,0,0,0,0
0,0,0.01,0,0,0,list-append,0,7,0.01,0.60,0.01,0,0,0,0,8,0,0.02,7,0,0.01,0.02,0.02,0,0,0.01,0,0,0.58,0,0,0.60,0.03,0.01,0.01,0
t/o,0,0.05,t/o,0.02,0,list-compress,0.01,9,0.08,t/o,0.07,t/o,t/o,t/o,0.02,t/o,t/o,0.21,9,0,0.10,0.15,0.14,t/o,0,0.12,t/o,0.06,1.80,t/o,0,1.63,0.10,0.07,0.07,t/o
0,0,0.02,0,0.01,0,list-concat,0,5,0.01,1.34,0.02,0,0,0,0.01,4,0,0.02,5,0,0.04,0.04,0.02,0,0,0.02,0,0.03,1.46,0,0,1.47,0.02,0.01,0.03,0
\incorrect,0,0.05,\incorrect,0.04,0,list-drop,0,5,0.11,\incorrect,0.11,\incorrect,\incorrect,\incorrect,0.08,\incorrect,\incorrect,0.14,5,0,0.05,0.13,0.07,\incorrect,0,0.06,\incorrect,0.05,0.93,\incorrect,0,0.70,0.05,0.05,0.11,\incorrect
0,0,0,0,0,0,list-even-parity,0,5,0,0.24,0,0,0,0,0,7,0,0,5,0,0,0,0.01,0,0,0.01,0,0,0.19,0,0,0.19,0.01,0.02,0,0
\incorrect,0,0.02,\incorrect,0.01,0,list-filter,0,8,0.04,\incorrect,0.02,\incorrect,\incorrect,\incorrect,0.01,\incorrect,\incorrect,0.09,8,0,0.02,0.06,0.08,\incorrect,0,0.04,\incorrect,0.01,1.29,\incorrect,0,1.30,0.05,0.03,0.01,\incorrect
0,0,0.07,0,0.04,0,list-fold,0.01,6,0.64,1.25,0.69,0,0,0,0.60,6,0,0.74,6,0,0.06,9.68,0.09,0,0,0.11,0,0.03,12.14,0,0,1.24,0.05,0.04,9.41,0
0,0,0,0,0,0,list-hd,0,2,0,0.31,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0.30,0,0,0.30,0,0,0,0
0,0,0,0,0,0,list-inc,0,3,0,0.68,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0.55,0,0,0.52,0,0,0,0
0,0,0,0,0,0,list-last,0,3,0,0.60,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0.47,0,0,0.47,0.01,0.01,0,0
0,0,0,0,0,0,list-length,0,4,0,0.48,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0.46,0,0,0.43,0.01,0.01,0,0
0,0,0,0,0,0,list-map,0,4,0.02,1.03,0.01,0,0,0,0,5,0,0.02,4,0,0.02,0.02,0.02,0,0,0.03,0,0,0.85,0,0,0.88,0.06,0.06,0,0
0,0,0.01,0,0.01,0,list-nth,0,8,0.02,0.68,0.01,0,0,0,0.01,5,0,0.04,7,0,0.02,0.03,0.02,0,0,0.01,0,0.01,0.60,0,0,0.58,0.05,0.02,0.01,0
\incorrect,0.01,0.01,\incorrect,0,0,list-pairwise-swap,0,6,0.01,\incorrect,0.01,\incorrect,\incorrect,\incorrect,0,\incorrect,\incorrect,0.02,6,0,0.02,0.02,0.01,\incorrect,0,0.02,\incorrect,0.01,0.53,\incorrect,0,0.53,0.03,0.03,0.01,\incorrect
\incorrect,0.62,0.09,\incorrect,0.08,0,list-rev-append,0.64,5,0.33,\incorrect,0.09,\incorrect,\incorrect,\incorrect,0.07,\incorrect,\incorrect,0.43,5,0,11.17,11.04,0.34,\incorrect,0,0.48,\incorrect,2.84,13.87,\incorrect,0,14.01,0.92,0.94,2.79,\incorrect
\incorrect,0.02,0,\incorrect,0,0,list-rev-fold,0.02,2,0,\incorrect,0,\incorrect,\incorrect,\incorrect,0,\incorrect,\incorrect,0,2,0,0,0,0,\incorrect,0,0,\incorrect,0,0.99,\incorrect,0,0.98,0.03,0.02,0,\incorrect
\incorrect,0.02,0.04,\incorrect,0.03,0,list-rev-snoc,0.02,4,0.03,\incorrect,0.04,\incorrect,\incorrect,\incorrect,0.03,\incorrect,\incorrect,0.05,4,0,5.91,6.06,0.04,\incorrect,0,0.04,\incorrect,5.91,7.41,\incorrect,0,7.33,0.06,0.05,6.06,\incorrect
0,t/o,t/o,0,t/o,t/o,list-rev-tailcall,t/o,t/o,t/o,0.69,t/o,0,0,0,t/o,9,0,t/o,t/o,t/o,t/o,t/o,t/o,0,t/o,t/o,0,t/o,t/o,0,t/o,t/o,t/o,t/o,t/o,0
0,0.01,0,0,0,0,list-snoc,0.01,3,0.01,0.65,0,0,0,0,0,7,0,0.01,3,0,0.01,0.01,0.01,0,0,0,0,0,0.68,0,0,0.64,0.11,0.08,0,0
0,0.01,0.11,0,0.07,0,list-sort-sorted-insert,0.01,5,0.10,1.97,0.13,0,0,0,0.07,6,0,0.17,5,0,0.16,0.18,0.14,0,0,0.14,0,0.13,2.33,0,0,2.21,0.06,0.04,0.12,0
0,0.01,0.09,0,0.03,0,list-sorted-insert,0.01,6,0.07,14.70,0.07,0,0,0,0.04,12,0,0.16,6,0,0.12,0.12,0.11,0,0,0.17,0,0.08,1.48,0,0,1.46,0.16,0.12,0.08,0
0,0.12,0,0,0,0,list-stutter,0.11,3,0,0.60,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1.43,0,0,1.46,0.92,0.92,0,0
0,0,0,0,0,0,list-sum,0.01,2,0,1.05,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1.09,0,0,1.08,0.01,0.01,0,0
0,0.01,0.08,0,0.05,0,list-take,0,9,1.58,0.64,0.29,0,0,0,0.16,7,0,2.11,9,0,4.93,3.86,2.16,0,0,3.15,0,0.15,9.54,0,0,13.11,1.50,2.20,0.35,0
0,0,0,0,0,0,list-tl,0,2,0,0.30,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0.32,0,0,0.31,0,0,0,0
0,0,0,0,0,0,nat-add,0,6,0,0.14,0,0,0,0,0,6,0,0.01,6,0,0,0,0.01,0,0,0.01,0,0,0.12,0,0,0.14,0.02,0.01,0,0
0,0,0,0,0,0,nat-iseven,0,4,0,0.04,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.05,0,0,0.04,0,0,0,0
0,0,0.53,0,0.38,0,nat-max,0.01,5,0.77,0.19,0.51,0,0,0,0.36,7,0,1.23,5,0,4.11,2.26,1.58,0,0,2.35,0,1.11,4.46,0,0,8.60,0.12,0.17,1.16,0
0,0,0,0,0,0,nat-pred,0,2,0,0.03,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0.03,0,0,0.03,0,0,0,0
