SimpleMinEltMax,SmythIsectMax,NonincrementalInitialCreationMax,SmythFullSynth,IsectMax,RandomMinEltTotal,NonincrementalComputationTime,SmythInitialCreationTotal,MinifyMax,NonincrementalAcceptsTermMax,SimpleInitialCreationTotal,Test,InitialCreationMax,SimpleAcceptsTermTotal,NonincrementalLoopCount,RandomMinifyTotal,SimpleAcceptsTermMax,NonincrementalMinifyTotal,SmythComputationTime,RandomFullSynthMax,FullSynth,NonincrementalIsectMax,SmythIsectTotal,RandomInitialCreationMax,SimpleInitialCreationMax,SimpleComputationTime,SimpleMinEltTotal,SmythFullSynthMax,SmythMinEltTotal,SmythMinEltMax,NonincrementalMinifyMax,SmythLoopCount,NonincrementalMinEltMax,RandomMinEltMax,SimpleLoopCount,NonincrementalIsectTotal,LoopCount,SimpleIsectTotal,RandomComputationTime,AcceptsTermTotal,MinEltTotal,RandomAcceptsTermMax,NonincrementalMinEltTotal,FullSynthMax,SmythAcceptsTermTotal,SimpleFullSynth,RandomInitialCreationTotal,AcceptsTermMax,IsectTotal,SmythMinifyMax,SimpleMinifyMax,MinEltMax,NonincrementalFullSynth,RandomFullSynth,NonincrementalFullSynthMax,MinifyTotal,RandomIsectTotal,SmythAcceptsTermMax,NonincrementalAcceptsTermTotal,RandomLoopCount,ComputationTime,NonincrementalInitialCreationTotal,SimpleMinifyTotal,RandomMinifyMax,SimpleFullSynthMax,RandomIsectMax,InitialCreationTotal,RandomAcceptsTermTotal,SmythMinifyTotal,SimpleIsectMax,SmythInitialCreationMax
0,0,0,0,0,0,0.03,0,0,0,0,bool-always-false,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.02,0,0,0,0,bool-always-true,0,0,1,0,0,0,0.03,0,0,0,0,0,0,0.02,0,0,0,0,0,1,0,0,1,0,1,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0
0,0,0,0.01,0,0,0.04,0,0,0,0,bool-band,0,0,3,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0,3,0,0,3,0,3,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13.39,0,0,0,0,0,0,0,0,0,0
0,0,0,0.01,0,0,0.05,0,0,0,0,bool-bor,0,0,4,0,0,0,0.04,0,0,0,0,0,0,0.05,0,0,0,0,0,4,0,0,4,0,4,0,0.05,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,3,0.04,0,0,0,0,0,0,0,0,0,0
0,0,0,0.01,0,0,0.03,0,0,0,0,bool-impl,0,0,3,0,0,0,0.05,0,0,0,0,0,0,0.02,0,0,0,0,0,3,0,0,3,0,3,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.03,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.03,0,0,0,0,bool-neg,0,0,2,0,0,0,0.02,0,0,0,0,0,0,0.04,0,0,0,0,0,2,0,0,2,0,2,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.03,0,0,0,0,0,0,0,0,0,0
0,0,0,0.01,0,0,0.03,0,0,0,0,bool-xor,0,0,2,0,0,0,0.05,0,0,0,0,0,0,0.03,0,0,0,0,0,3,0,0,2,0,2,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.02,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0.37,0.63,0,0,0,0.02,list-append,0,0,7,2.89,0,0.01,0.58,1.26,0.03,0.01,0,0.02,0,0.54,0,0.01,0,0,0,8,0.01,0.07,6,0.02,6,0.02,5.83,0,0,0,0.02,0.01,0,0.05,0.19,0,0.01,0,0,0,0.09,5.25,0.04,0.01,1.13,0,0,21,0.54,0.03,0.01,0.08,0.02,0.20,0.01,0,0,0,0
\incorrect,\incorrect,0.01,\incorrect,0.05,\incorrect,2.24,\incorrect,0.02,0,\incorrect,list-compress,0.01,\incorrect,9,\incorrect,\incorrect,0.12,\incorrect,\incorrect,0.44,0.06,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,0.02,\na,0.08,\incorrect,\incorrect,0.36,9,\incorrect,\incorrect,0,0.10,\incorrect,0.26,0.19,\incorrect,\incorrect,\incorrect,0,0.12,\incorrect,\incorrect,0.06,1.06,\incorrect,0.76,0.12,\incorrect,\incorrect,0,\incorrect,1.55,0.22,\incorrect,\incorrect,\incorrect,\incorrect,0.07,\incorrect,\incorrect,\incorrect,\incorrect
0,0,0.01,0.03,0,\incorrect,1.51,0,0,0,0.01,list-concat,0,0,5,\incorrect,0,0.01,1.60,\incorrect,0.02,0.02,0,\incorrect,0,1.34,0,0.01,0,0,0.01,4,0.03,\incorrect,3,0.03,4,0,\incorrect,0,0,\incorrect,0.04,0.01,0,0.01,\incorrect,0,0,0,0,0,0.11,\incorrect,0.08,0,\incorrect,0,0,\incorrect,1.38,0.02,0,\incorrect,0.01,\incorrect,0.01,\incorrect,0,0,0
0.01,\incorrect,0,\incorrect,0.05,2.26,1.33,\incorrect,0.04,0,0.05,list-drop,0,0,6,2.34,0,0.19,\incorrect,14.99,0.23,0.13,\incorrect,0.01,0,0.71,0.06,\incorrect,\incorrect,\incorrect,0.08,\na,0.12,0.21,6,0.28,5,0.06,16.30,0,0.05,0,0.23,0.16,\incorrect,0.22,3.68,0,0.06,\incorrect,0.01,0.05,0.78,15.75,0.39,0.06,3.11,\incorrect,0,9,0.69,0.07,0.05,0.15,0.10,0.20,0.04,0,\incorrect,0.01,\incorrect
0,0,0,0.07,0,0.22,0.18,0,0,0,0.01,list-even-parity,0,0,5,3.53,0,0.01,0.26,0.96,0.04,0,0,0.01,0,0.19,0,0.02,0,0,0,7,0,0.03,5,0.01,5,0.01,5.45,0,0.01,0,0.01,0.03,0,0.03,0.07,0,0.01,0,0,0,0.05,5.30,0.04,0.01,0.75,0,0,23,0.19,0.02,0,0.05,0.01,0.12,0.02,0,0,0,0
\incorrect,\incorrect,0,\incorrect,0.02,\incorrect,1.29,\incorrect,0.01,0,\incorrect,list-filter,0,\incorrect,8,\incorrect,\incorrect,0.04,\incorrect,\incorrect,0.19,0.02,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,0.01,\na,0.01,\incorrect,\incorrect,0.10,8,\incorrect,\incorrect,0,0.03,\incorrect,0.06,0.07,\incorrect,\incorrect,\incorrect,0,0.04,\incorrect,\incorrect,0.01,0.27,\incorrect,0.11,0.07,\incorrect,\incorrect,0,\incorrect,1.20,0.05,\incorrect,\incorrect,\incorrect,\incorrect,0.03,\incorrect,\incorrect,\incorrect,\incorrect
